id,facility,animal,specific,link,donate,fact,learn,adopt,conservation,conservation-link
37,Georgia Aquarium,beluga whale,,https://www.georgiaaquarium.org/webcam/beluga-whale-webcam/,https://www.georgiaaquarium.org/donations/,Beluga whales use echolocation to find prey in murky water,https://www.georgiaaquarium.org/animal/beluga-whale/,,least concern,https://www.iucnredlist.org/species/6335/50352346
6,Aquarium of the Pacific,blue cavern,,https://www.aquariumofpacific.org/exhibits/webcams/webcam_blue_cavern,https://support.aquariumofpacific.org/give/232613/#!/donation/checkout,"Kelp forests provide shelter, food, and breeding grounds for many species, including other algae, marine mammals, fish, birds, invertebrates, and plankton.",,,,
16,San Diego Zoo,burrowing owl,,https://www.sdzsafaripark.org/cams/burrowing-owl-cams,https://www.endextinction.org/,"Instead of making its nest in the hollow of a tree, as most owls do, it finds a home in abandoned prairie dog burrows or rattlesnake dens. The owl uses its long legs for further excavating.",https://www.sdzsafaripark.org/wildlife/burrowing-owl,https://www.endextinction.org/,least concern,https://www.iucnredlist.org/species/22689353/93227732
41,Georgia Aquarium,California sea lion,,https://www.georgiaaquarium.org/webcam/california-sea-lion-cam/,https://www.georgiaaquarium.org/donations/,"California sea lions can smell on land, but not underwater",https://www.georgiaaquarium.org/animal/california-sea-lion/,,least concern,https://www.iucnredlist.org/species/41666/45230310
20,National Zoo,cheetah,,https://nationalzoo.si.edu/webcams/cheetah-cub-cam,https://nationalzoo.si.edu/support/national-zoo-emergency-fund,"Accelerating from zero to 45 in just 2.5 seconds, it is the fastest land mammal and can reach top speeds of 60 to 70 mph (69 to 112 kilometers per hour).",https://nationalzoo.si.edu/animals/cheetah,https://nationalzoo.si.edu/support/adopt,vulnerable,https://www.iucnredlist.org/species/219/50649567
59,Houston Zoo,chimpanzee,,https://www.houstonzoo.org/explore/webcams/chimpanzee-cam/,https://www.houstonzoo.org/emergency-zoo-fund/,Chimpanzees and humans have DNA that is 98% the same. Chimps are more closely related to humans than they are to orangutans.,https://www.houstonzoo.org/explore/animals/chimpanzee/,,endangered,https://www.iucnredlist.org/species/15933/129038584
18,San Diego Zoo,California condor,,https://www.sdzsafaripark.org/condor-cam,https://www.endextinction.org/,"the California condor population was almost wiped out by the destruction of habitat, poaching, and lead poisoning.",https://www.sdzsafaripark.org/wildlife/california-condor,https://www.endextinction.org/,critically endangered,https://www.iucnredlist.org/species/22697636/131043782
48,Lone Pine Koala Sanctuary,dingo,,https://youtu.be/VmGrhiKzzP0,https://koala.net/animal-sponsorships,"Dingoes spend most of their life solitary, but will occasionally form packs of 3-10 individuals. These packs range from casual hunting groups to close-knit family packs.",https://koala.net/dingo,,,
80,Melbourne Zoo,Fiordland penguins,"fiordland penguins, little penguins",https://youtu.be/3CAU9Ex_GKk,https://donate.zoo.org.au/donation,Fiordland Penguins breed only in New Zealand and can swim up to a remarkable 7000kms in search of food,,https://donate.zoo.org.au/adoption,vulnerable,https://www.iucnredlist.org/species/22697776/132601937
60,Houston Zoo,flamingo,Chilean flamingo,https://www.houstonzoo.org/explore/webcams/flamingo-cam/,https://www.houstonzoo.org/emergency-zoo-fund/,"The pink color of a flamingo comes from their diet; in the wild, small crustaceans they eat give them their color.",https://www.houstonzoo.org/explore/animals/flamingo-chilean/,,near threatened,https://www.iucnredlist.org/species/22697365/132068236
71,Tennessee Aquarium,penguins 1,"gentoo penguins, macaroni penguins",https://tnaqua.org/live/penguins-rock/,https://tnaqua.org/donate/,Macaroni penguins are excellent climbers and are known as the “alpine penguin” because they will scale cliff faces to find nesting areas.,https://tnaqua.org/animal/macaroni-penguin/,,vulnerable,https://www.iucnredlist.org/species/22697793/132602631
61,Edinburgh Zoo,giant panda,,https://www.edinburghzoo.org.uk/webcams/panda-cam/,https://www.edinburghzoo.org.uk/support-us/,An adult panda is roughly 900 times bigger than a new-born cub,https://www.edinburghzoo.org.uk/animals-and-attractions/animals/giant-panda/,https://www.rzss.org.uk/support-us/adopt-an-animal/,vulnerable,https://www.iucnredlist.org/species/712/121745669
23,National Zoo,giant panda,,https://nationalzoo.si.edu/webcams/panda-cam,https://nationalzoo.si.edu/support/national-zoo-emergency-fund,"As few as 1,864 giant pandas live in their native habitat, while another 600 pandas live in zoos and breeding centers around the world.",https://nationalzoo.si.edu/animals/giant-panda,https://nationalzoo.si.edu/support/adopt,vulnerable,https://www.iucnredlist.org/species/712/121745670
53,Zoo Atlanta,giant panda,,https://zooatlanta.org/panda-cam/,https://give.zooatlanta.org/CrisisHelp?source=20PCamc,"Giant pandas are solitary, with males and females coming together only briefly to mate. ",https://zooatlanta.org/animal/giant-panda/,,vulnerable,https://www.iucnredlist.org/species/712/121745671
123,Greenville Zoo,giraffe,Masai giraffes,https://greenvillezoofoundation.org/Camera,https://greenvillezoofoundation.org/page-18080,,,,vulnerable,https://www.iucnredlist.org/species/9194/136266700
54,Houston Zoo,giraffe,Masai giraffes,https://www.houstonzoo.org/explore/webcams/giraffe-feeding-platform/,https://www.houstonzoo.org/emergency-zoo-fund/,Dominance between males is established by swinging heads at one another and intertwining necks in tests of strength.,https://www.houstonzoo.org/explore/animals/giraffe-masai/,,vulnerable,https://www.iucnredlist.org/species/9194/136266701
81,Melbourne Zoo,giraffe,,https://youtu.be/hNexlUkTTuc,https://donate.zoo.org.au/donation,"Giraffes communicate through snorts, grunts and grumbling.",,https://donate.zoo.org.au/adoption,vulnerable,https://www.iucnredlist.org/species/9194/136266702
15,San Diego Zoo,savannah,"giraffe, rhino",https://www.sdzsafaripark.org/giraffe-cam,https://www.endextinction.org/,"Giraffes may eat up to 75 pounds (34 kilograms) of food per day, nibbling on leaves from Africa’s acacia trees. ",https://www.sdzsafaripark.org/wildlife/giraffe,https://www.endextinction.org/,vulnerable,https://www.iucnredlist.org/species/9194/136266703
141,Oakland Zoo,grizzly bear,,https://www.oaklandzoo.org/grizzly-bear-cams,https://www.oaklandzoo.org/donate-to-oakland-zoo,"Though inland grizzly bears follow a seasonal diet mainly consisting of vegetation, Yellowstone grizzlies are an exception. Up to 95% of their energy intake is from meat because in the park fruit is rare while there are many ungulates.",https://www.oaklandzoo.org/animals/grizzly-bear,https://www.oaklandzoo.org/adopt-an-animal,least concern,https://www.iucnredlist.org/species/41688/121229971
140,Zoo Montana,grizzly bear,,https://www.zoomontana.org/bear-cam,https://www.zoomontana.org/support,"Despite their impressive size, grizzlies are quite fast and have been clocked at 30 miles (48 kilometers) an hour.",https://www.zoomontana.org/animals/grizzly-bear,https://www.zoomontana.org/support/adopt-an-animal,least concern,https://www.iucnredlist.org/species/41688/121229971
45,Seattle Aquarium,harbor seal,,https://www.seattleaquarium.org/live-cams/harbor-seal-cams,https://www.seattleaquarium.org/donate/make-donation,"Harbor seals can dive up to 1,500 feet below the surface and remain underwater for close to 30 minutes while hunting for food",https://www.seattleaquarium.org/animals/harbor-seals,,least concern,https://www.iucnredlist.org/species/17013/45229114
86,Memphis Zoo,hippopotamus,,https://www.memphiszoo.org/hippo-cam,https://www.memphiszoo.org/emergency-support-fund,Hippos can even hold their breath underwater for more than five minutes at a time. ,https://www.memphiszoo.org/Animals#item=387423,https://ecommerce.memzoo.org/?#/Sponsorship,vulnerable,https://www.iucnredlist.org/species/10103/18567364
7,San Diego Zoo,hippopotamus,,https://zoo.sandiegozoo.org/cams/hippo-cam,https://www.endextinction.org/,"They don’t have true sweat glands; instead, hippos secrete a thick, red substance from their pores known as ""blood sweat,"" as it looks like the animal is sweating blood.",https://animals.sandiegozoo.org/animals/hippo,https://www.endextinction.org/,vulnerable,https://www.iucnredlist.org/species/10103/18567364
42,Georgia Aquarium,reef,Indo-Pacific barrier reef,https://www.georgiaaquarium.org/webcam/indo-pacific-barrier-reef/,https://www.georgiaaquarium.org/donations/,"In this colorful gallery, children finally “find Nemo,” as well as seahorses, fairy basslets, yellow-head jawfish and other jewels of the sea.",https://www.georgiaaquarium.org/gallery/tropical-diver/,,,
36,Georgia Aquarium,jellyfish,White Spotted Jelly,https://www.georgiaaquarium.org/webcam/jelly-webcam/,https://www.georgiaaquarium.org/donations/,A large group of jellies is called a smack,https://www.georgiaaquarium.org/animal/white-spotted-jelly/,,,
29,Monterey Bay Aquarium,kelp forest,,https://www.montereybayaquarium.org/animals/live-cams/kelp-forest-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,Giant kelp provides food and shelter for a vibrant ecosystem,https://www.montereybayaquarium.org/animals/live-cams/kelp-forest-cam,,,
65,Edinburgh Zoo,koala,,https://www.edinburghzoo.org.uk/webcams/koala-cam/#koalacam,https://www.edinburghzoo.org.uk/support-us/,"Koalas normally sleep between 18 and 22 hours a day! They carry no body fat and their diet is lacking nutrition, so they conserve every bit of energy for essential movement and body functions",https://www.edinburghzoo.org.uk/animals-and-attractions/animals/koala/,https://www.rzss.org.uk/support-us/adopt-an-animal/,vulnerable,https://www.iucnredlist.org/species/16892/166496779
82,Healesville Sanctuary,koala,,,,,,,vulnerable,https://www.iucnredlist.org/species/16892/166496779
47,Lone Pine Koala Sanctuary,koala,,https://youtu.be/bzl5MYQ4x8c,https://koala.net/animal-sponsorships,"The fur on koala bottoms are densely packed to ‘cushion’ the branches they sit on, and they have a bony cartilage under the skin which is perfectly formed for sitting in the ""V"" shape of tree branches.",https://koala.net/koala,,vulnerable,https://www.iucnredlist.org/species/16892/166496779
17,San Diego Zoo,koala,,https://zoo.sandiegozoo.org/cams/koala-cam,https://www.endextinction.org/,Eucalyptus leaves have strong-smelling oils that make koalas smell a bit like menthol cough drops.,https://animals.sandiegozoo.org/animals/koala,https://www.endextinction.org/,vulnerable,https://www.iucnredlist.org/species/16892/166496779
66,Edinburgh Zoo,asiatic lion,Asiatic lion,https://www.edinburghzoo.org.uk/webcams/lion-cam/#lioncam,https://www.edinburghzoo.org.uk/support-us/,They are slightly smaller than African lions and the males don’t develop such a substantial mane,https://www.edinburghzoo.org.uk/animals-and-attractions/animals/asiatic-lion/,https://www.rzss.org.uk/support-us/adopt-an-animal/,endangered,https://eol.org/pages/1225995
22,National Zoo,lion,,https://nationalzoo.si.edu/webcams/lion-cam,https://nationalzoo.si.edu/support/national-zoo-emergency-fund,"The world's most social felines, lions roam the savannas and grasslands of the African continent, hunting cooperatively and raising cubs in prides.",https://nationalzoo.si.edu/animals/lion,https://nationalzoo.si.edu/support/adopt,vulnerable,https://www.iucnredlist.org/species/15951/115130419
85,Werribee Open Range Zoo,lion,African lion,https://youtu.be/gTz_7tKUfYM,https://www.zoo.org.au/donate/,"On average, the length of time a lion is in control of a pride is 2–3 years. Competition among males to take over a pride can be ferocious!",https://www.zoo.org.au/werribee/habitats/african-river-trail/african-lion/,https://donate.zoo.org.au/adoption,vulnerable,https://www.iucnredlist.org/species/15951/115130419
0,Aquarium of the Pacific,Magellanic penguin,,http://www.aquariumofpacific.org/exhibits/webcams/penguin_cam_above,https://support.aquariumofpacific.org/give/232613/#!/donation/checkout,"Magellanic Penguins build their nests during the breeding season along the rocky, sandy beaches of the southern coasts of Argentina and Chile and on the Falkland Islands. ",https://www.aquariumofpacific.org/onlinelearningcenter/species/african_penguin,https://give.aquariumofpacific.org/mainstore.asp?vid=0&cid=1214,near threatened,https://www.iucnredlist.org/species/22697822/132605485
1,Aquarium of the Pacific,Magellanic penguin,,http://www.aquariumofpacific.org/exhibits/webcams/penguin_cam_below,https://support.aquariumofpacific.org/give/232613/#!/donation/checkout,"All birds lose feathers and grow new ones, but penguins have adapted to molt and regrow all their feathers at once. ",https://www.aquariumofpacific.org/exhibits/penguin_habitat/magellanic_penguins,https://give.aquariumofpacific.org/mainstore.asp?vid=0&cid=1214,near threatened,https://www.iucnredlist.org/species/22697822/132605485
110,Chattanooga Zoo,meerkat,,http://www.chattzoo.org/explore/video-stream,http://www.chattzoo.org/support/donate,,,,least concern,https://www.iucnredlist.org/species/41624/45209377
103,Zoo Miami,meerkat,,https://www.zoomiami.org/animals#item=429890,https://shop.zoomiami.org/singlepage/donation.cshtml?productid=4479&eCardImgMax=5,"While the family is out foraging, one or more meerkats will take on the duty to keep an eye out for predators. If danger is spotted, the sentinel will alarm the group with a distinctive bark so that the others can hide in their burrows. ",https://www.zoomiami.org/animals#item=429890,https://www.zoomiami.org/wildlife-guardians,least concern,https://www.iucnredlist.org/species/41624/45209377
30,Monterey Bay Aquarium,moon jellyfish,moon jellyfish,https://www.montereybayaquarium.org/animals/live-cams/moon-jelly-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,"If they feed extensively on crustaceans, they’ll turn pink or lavender. An orange tint hints that they’ve been feeding on brine shrimp.",https://www.montereybayaquarium.org/animals/animals-a-to-z/moon-jelly,,,
74,Tennessee Aquarium,moon jellyfish,moon jellyfish,https://tnaqua.org/live/jellies/,https://tnaqua.org/donate/,"Moon jellyfish, Aurelia aurita, can be found in every ocean on Earth but no one is really certain of their origin.",https://tnaqua.org/animal/moon-jelly/,,,
21,National Zoo,naked mole-rat,,https://nationalzoo.si.edu/webcams/naked-mole-rat-cam,https://nationalzoo.si.edu/support/national-zoo-emergency-fund,"Naked mole-rats live underground and are the only true eusocial mammals, spending their lives in large colonies with a single breeding female. ",https://nationalzoo.si.edu/animals/naked-mole-rat,https://nationalzoo.si.edu/support/adopt,least concern,https://www.iucnredlist.org/species/9987/115095455
31,Monterey Bay Aquarium,open sea,,https://www.montereybayaquarium.org/animals/live-cams/open-sea-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,"You'll see giant tuna power their way through the water, while pelagic rays and green sea turtles swim just inches away.",https://www.montereybayaquarium.org/visit/exhibits/open-sea,,,
108,Kansas City Zoo,orangutan,Bornean orangutan,https://www.kansascityzoo.org/animal-cam/orangutan-camera,https://www.kansascityzoo.org/form/donate-to-the-zoo-form,"As the largest tree-dwelling mammals in the world, the beautiful Bornean orangutan is found in Southeast Asia's rainforests.",https://www.kansascityzoo.org/exhibit/orangutan-canopy,https://www.kansascityzoo.org/donate/adopt-a-wild-child,critically endangered,https://www.iucnredlist.org/species/17975/123809220
12,San Diego Zoo,orangutan,"orangutan, siamang",https://zoo.sandiegozoo.org/cams/ape-cam,https://www.endextinction.org/,Orangutan arms stretch out longer than their bodies—over 7 feet (2 meters) from fingertip to fingertip.,https://animals.sandiegozoo.org/animals/orangutan,https://www.endextinction.org/,critically endangered,https://www.iucnredlist.org/species/17975/123809220
63,Edinburgh Zoo,penguins 2,"gentoo, king, and northern rockhopper penguins",https://www.edinburghzoo.org.uk/webcams/penguin-cam/,https://www.edinburghzoo.org.uk/support-us/,"You may spot Kevin, our naughtiest penguin, who has a lifetime ban from the penguin parade for pecking at our visitors! ",https://www.edinburghzoo.org.uk/animals-and-attractions/main-attractions/penguins-rock/,https://www.rzss.org.uk/support-us/adopt-an-animal/,endangered,https://www.iucnredlist.org/species/22734408/132664126
107,Kansas City Zoo,penguins 1,"macaroni penguin, king penguin",https://www.kansascityzoo.org/animal-cam/penguin-camera,https://www.kansascityzoo.org/form/donate-to-the-zoo-form,"Native to the outlying areas around Antarctica, the King can dive up to 1,000 feet under water to hunt for fish.",https://www.kansascityzoo.org/animals,https://www.kansascityzoo.org/donate/adopt-a-wild-child,vulnerable,https://www.iucnredlist.org/species/22697793/132602631
50,Lone Pine Koala Sanctuary,reptiles,perentie,https://youtu.be/aL-S8etEZlE,https://koala.net/animal-sponsorships,"Reaching an impressive 2.5 metres in length (8 ft 2 in), the perentie is Australia’s largest lizard, and the fourth biggest lizard in the world. ",,,least concern,https://www.iucnredlist.org/species/83777786/101752310
102,California Academy of Sciences,Philippine coral reef,,https://www.calacademy.org/learn-explore/animal-webcams/philippine-coral-reef-cam,https://give.calacademy.org/relieffund,"Although corals are tiny organisms, they construct some of the largest and most ecologically important structures in the world.",https://www.calacademy.org/learn-explore/animal-webcams/philippine-coral-reef-cam,,,
43,Georgia Aquarium,piranha,,https://www.georgiaaquarium.org/webcam/piranha-cam/,https://www.georgiaaquarium.org/donations/,"Red Piranhas are highly predaceous carnivores that scavenge for food; consuming insects, snails, worms, plants and even nipping the fins of other fishes",https://www.georgiaaquarium.org/animal/red-piranha/,,,
51,Lone Pine Koala Sanctuary,platypus,,https://youtu.be/1hiZAa3qzwA,https://koala.net/animal-sponsorships,"Platypus are Australian mammals and belong to the Monotreme family, which means they are mammals which lay eggs.",https://koala.net/platypus,,near threatened,https://www.iucnredlist.org/species/40488/21964009
8,San Diego Zoo,platypus,,https://www.sdzsafaripark.org/platypus-cam,https://www.endextinction.org/,"Adult male platypuses have venomous spurs, an unusual characteristic among mammals, used to defend mates and territory from rival males.",https://animals.sandiegozoo.org/animals/platypus,https://www.endextinction.org/,near threatened,https://www.iucnredlist.org/species/40488/21964009
109,Alaska Zoo,polar bear,,https://www.alaskazoo.org/polar-bear-camera,https://www.alaskazoo.org/alaska-zoo-relief-fund,Polar bears display an amazing ability to stalk seals and wait patiently for them to surface through their breathing holes or leads (open areas) in the sea ice. ,https://www.alaskazoo.org/polar-bear,https://www.alaskazoo.org/animal-adoptions,vulnerable,https://www.iucnredlist.org/species/22823/14871490
90,Ouwehand Park,polar bear,,https://explore.org/livecams/polar-bears/polar-bear-ouwehand-twin-cubs-cam-2,,,,https://www.ouwehand.nl/en/adopteer-een-dier,vulnerable,https://www.iucnredlist.org/species/22823/14871490
11,San Diego Zoo,polar bear,,https://zoo.sandiegozoo.org/cams/polar-cam,https://www.endextinction.org/,A polar bear can swim at a speed of up to 6 miles per hour (8 knots).,https://animals.sandiegozoo.org/animals/polar-bear,https://www.endextinction.org/,vulnerable,https://www.iucnredlist.org/species/22823/14871490
40,Georgia Aquarium,puffin,horned puffin,https://www.georgiaaquarium.org/webcam/puffin-cam/,https://www.georgiaaquarium.org/donations/,Puffin colonies have now become tourist attractions in parts of their range.,https://www.georgiaaquarium.org/animal/horned-puffin/,,vulnerable,https://www.iucnredlist.org/species/22694927/132581443
70,Tennessee Aquarium,reef,,https://tnaqua.org/live/secret-reef/,https://tnaqua.org/donate/,"This saltwater exhibit, home to thousands of colorful reef fish, big, toothy sharks and a rescued green sea turtle, is designed to model the Flower Garden Banks National Marine Sanctuary. ",https://tnaqua.org/live/secret-reef/,,,
101,California Academy of Sciences,reef lagoon,,https://www.calacademy.org/learn-explore/animal-webcams/reef-lagoon-cam,https://give.calacademy.org/relieffund,"Rays are part of a group of fish called elasmobranchs, whose skeletons are made of soft, flexible cartilage, while the other fish in the lagoon are teleosts, or bony fishes.",https://www.calacademy.org/learn-explore/animal-webcams/reef-lagoon-cam,,,
58,Houston Zoo,savannah,Southern white rhinoceros,https://www.houstonzoo.org/explore/webcams/rhino-yard-cam/,https://www.houstonzoo.org/emergency-zoo-fund/,White rhinos aren’t white. The ‘white’ is taken from the Afrikaans word ‘weit’ meaning ‘wide’ – they were describing the rhino’s mouth.,https://www.houstonzoo.org/explore/animals/rhinoceros-southern-white/,,near threatened,https://www.iucnredlist.org/species/39317/45814320
75,Tennessee Aquarium,lemurs,"ring-tailed lemurs, red-ruffed lemurs",https://tnaqua.org/live/lemur-forest/,https://tnaqua.org/donate/,"Naturally found only on the island of Madagascar, the ring-tailed lemur is diurnal - meaning that it is mostly active in the daylight hours.",https://tnaqua.org/animal/ring-tailed-lemur/,,critically endangered,https://www.iucnredlist.org/species/22920/115574598
72,Tennessee Aquarium,river otter,,https://tnaqua.org/live/river-otter-falls/,https://tnaqua.org/donate/,Otters use special flaps to close off their nostrils and ears when underwater. ,https://tnaqua.org/animal/north-american-river-otter/,,least concern,https://www.iucnredlist.org/species/12302/21936349
4,Aquarium of the Pacific,sea nettles,sea nettles,https://www.aquariumofpacific.org/exhibits/webcams/webcam_sea_jellies,https://support.aquariumofpacific.org/give/232613/#!/donation/checkout,"Found along the coasts of California and Oregon, these sea jellies feed on small fish and plankton that come in contact with the jellies’ stinging tentacles.",https://www.aquariumofpacific.org/onlinelearningcenter/species/pacific_sea_nettle,,,
28,Monterey Bay Aquarium,jellyfish,sea nettles,https://www.montereybayaquarium.org/animals/live-cams/jelly-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,"It hunts tiny drifting animals by trailing those long tentacles and frilly mouth-arms, all covered with stinging cells. When the tentacles touch prey, the stinging cells paralyze it and stick tight.",https://www.montereybayaquarium.org/animals/animals-a-to-z/sea-nettle,,,
77,Vancouver Aquarium,jellyfish,sea nettles,https://www.vanaqua.org/visit/live-cams-jelly-cam,https://www.vanaqua.org/support/make-donation,It’s been popularly accepted that jellies are simple yet pretty gelatinous blobs that float around at the mercy of currents but science shows that they are so much more sophisticated than we think. ,https://www.vanaqua.org/explore/exhibit-wondrous-jellies,http://support.ocean.org/site/PageServer?pagename=AnimalSponsorProgram,,
38,Georgia Aquarium,sea otter,Southern Sea Otter,https://www.georgiaaquarium.org/webcam/southern-sea-otter-webcam/,https://www.georgiaaquarium.org/donations/,Sea otters balance their prey on their chest and open it with a rock,https://www.georgiaaquarium.org/animal/southern-sea-otter/,,endangered,https://www.iucnredlist.org/species/7750/21939518
33,Monterey Bay Aquarium,sea otter,,https://www.montereybayaquarium.org/animals/live-cams/sea-otter-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,"t’s a keystone species, which means that the health of sea otters is a good indication of the health of other species and ecosystems nearby.",https://www.montereybayaquarium.org/animals/animals-a-to-z/sea-otter,,endangered,https://www.iucnredlist.org/species/7750/21939518
46,Seattle Aquarium,sea otter,,https://www.seattleaquarium.org/live-cams/otter-cams,https://www.seattleaquarium.org/donate/make-donation,"In the wild, sea otters sometimes “hold hands”—or, more accurately, paws—while sleeping so they don’t drift away from their raft (the term for a group of resting sea otters). ",https://www.seattleaquarium.org/animals/sea-otters,,endangered,https://www.iucnredlist.org/species/7750/21939520
139,Vancouver Aquarium,sea otter,,https://www.vanaqua.org/babyotter,https://www.vanaqua.org/support/make-donation,The sea otters at the Vancouver Aquarium were rescued when they were just babies. They were so young that they didn’t know how to eat by themselves or groom themselves yet.,https://www.vanaqua.org/explore/exhibit-sea-otters,http://support.ocean.org/site/PageServer?pagename=AnimalSponsorProgram,endangered,https://www.iucnredlist.org/species/7750/21939522
2,Aquarium of the Pacific,sharks,,http://www.aquariumofpacific.org/exhibits/webcams/webcam_shark_lagoon,https://support.aquariumofpacific.org/give/232613/#!/donation/checkout,"This exhibit features more than 150 sharks including sand tiger, zebra, and white tip reef sharks!",https://www.aquariumofpacific.org/exhibits/shark_lagoon,https://give.aquariumofpacific.org/mainstore.asp?vid=0&cid=1214,,
35,Georgia Aquarium,sharks & fish 1,sharks & fish,https://www.georgiaaquarium.org/webcam/ocean-voyager/,https://www.georgiaaquarium.org/donations/,"Our Ocean Voyager gallery is home to whale sharks, manta rays and thousands of other fascinating fish.",https://www.georgiaaquarium.org/gallery/ocean-voyager/,,,
34,Monterey Bay Aquarium,sharks & fish 1,sharks & fish,https://www.montereybayaquarium.org/animals/live-cams/shark-cam,https://www.montereybayaquarium.org/join-give/ways-to-give/give,"Explore the waters of Monterey Bay, where sharks glide through the deep reef, giant sea bass lumber among the reef pilings and flatfish nestle in the sandy seafloor",https://www.montereybayaquarium.org/visit/exhibits/monterey-bay-habitats,,,
69,OdySea Aquarium,sharks & fish 2,sharks & fish,https://www.odyseaaquarium.com/livecams/,https://www.odyseaaquarium.com/supportodysea/,,,,,
97,Oregon Coast Aquariuim,sharks & fish 2,sharks & fish,https://aquarium.org/live-cameras/shark-cam/,https://aquarium.org/support/,"This area is alive with five species of shark, huge bat rays and great schools of anchovy and mackerel. ",,https://aquarium.org/support/animal-adoptions/,,
49,Lone Pine Koala Sanctuary,reptiles,skinks & bearded dragons,https://youtu.be/0XeZXSdW7H4,https://koala.net/animal-sponsorships,"When threatened Hosmer's skinks wedge themselves in between the rocks and puff out their spikey bodies, making them very hard to remove.",,,least concern,https://www.iucnredlist.org/species/109470437/109470442
111,Chattanooga Zoo,snow leopard,,http://www.chattzoo.org/explore/video-stream,http://www.chattzoo.org/support/donate,,,,vulnerable,https://www.iucnredlist.org/species/22732/50664030
84,Melbourne Zoo,snow leopard,,https://youtu.be/4wb6o3QvrxY,https://donate.zoo.org.au/donation,"Their thick, patterned fur coat keeps them warm and helps them to blend into their rocky habitat.",,https://donate.zoo.org.au/adoption,vulnerable,https://www.iucnredlist.org/species/22732/50664030
